time,numOfCellInEpithelium,numOfCellInLymphNode,numOfCellInLaminaPropria,numOfCellInSimulation,numOfDendriticCell,numOfILC3,numOfIEC,numOfIEL,numOfMacrophage,numOfNaiveTCell,numOfFOXP3TregCell,numOfTh1Cell,numOfTh17Cell,numOfInflammatoryIEC,numofApoptoticIEC,numOfHomeostaticIEC,numOfM1Macrophage,numOfM2Macrophage,Nkp44+,Nkp44-
0.0,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.125,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.25,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.375,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.5,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.625,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.75,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
0.875,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.0,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.125,550,50,100,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.25,552,50,98,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.375,552,50,98,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.5,553,50,97,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.625,553,50,97,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.75,553,50,97,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
1.875,553,50,97,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.0,553,50,97,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.125,554,50,96,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.25,554,50,96,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.375,554,50,96,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.5,556,50,94,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.625,556,50,94,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.75,557,50,93,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
2.875,559,50,91,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.0,559,50,91,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.125,559,50,91,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.25,559,50,91,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.375,559,50,91,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.5,561,50,89,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.625,561,50,89,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.75,561,50,89,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
3.875,562,50,88,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.0,562,50,88,700,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.125,562,50,87,699,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.25,562,50,87,699,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.375,561,50,87,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.5,561,50,87,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.625,561,50,87,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.75,563,50,85,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
4.875,563,50,85,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.0,563,50,85,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.125,563,50,85,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.25,564,50,84,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.375,565,50,83,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.5,565,50,83,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.625,565,50,83,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.75,567,50,81,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
5.875,567,50,81,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.0,567,50,81,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.125,568,50,80,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.25,569,50,79,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.375,570,50,78,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.5,570,50,78,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.625,570,50,78,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.75,571,50,77,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
6.875,571,50,77,698,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.0,570,50,77,697,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.125,570,50,77,697,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.25,570,50,77,697,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.375,573,50,74,697,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.5,573,50,74,697,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.625,575,50,72,697,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.75,574,50,72,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
7.875,574,50,72,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.0,574,50,72,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.125,574,50,72,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.25,574,50,72,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.375,575,50,71,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.5,575,50,71,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.625,575,50,71,696,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.75,574,50,71,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
8.875,575,50,70,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.0,575,50,70,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.125,576,50,69,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.25,578,50,67,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.375,578,50,67,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.5,580,50,65,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.625,581,50,64,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.75,581,50,64,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
9.875,582,50,63,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.0,582,50,63,695,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.125,581,50,63,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.25,581,50,63,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.375,582,50,62,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.5,583,50,61,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.625,585,50,59,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.75,585,50,59,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
10.875,585,50,59,694,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.0,584,50,59,693,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.125,584,50,59,693,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.25,584,50,59,693,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.375,584,50,59,693,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.5,587,50,56,693,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.625,587,50,55,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.75,587,50,55,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
11.875,588,50,54,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.0,588,50,54,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.125,589,50,53,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.25,591,50,51,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.375,591,50,51,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.5,591,50,51,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.625,591,50,51,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
12.75,591,50,51,692,50,0,500,0,50,50,0,0,0,0,0,500,0,0,0,0
